Cust id,Age,Gender,Profession,Salary,Expenditure Allowance,No.of ppl in family,Recency,Frequency,Monetary Value,Frequently purchased product,Average views of the product,Spending score
3195,34,Female,Engineer,37269,74967,1,63,25,3951,Product D,3.389300038,42
3196,38,Male,Teacher,142409,56172,4,51,23,2641,Product D,1.53640583,33
3197,49,Female,Teacher,268169,44370,5,35,22,9012,Product A,4.421359641,49
3198,33,Male,Teacher,89305,50623,1,16,5,1508,Product D,0.317253053,12
3199,40,Male,Teacher,174235,23988,1,4,23,1146,Product A,3.199847165,12
3200,22,Female,Engineer,218042,36861,9,20,6,5780,Product E,6.922289858,27
3201,19,Male,Doctor,270664,20026,1,55,25,4221,Product B,3.962667954,40
3202,56,Female,Manager,41212,17359,8,0,8,6152,Product D,6.621820601,23
3203,19,Male,Manager,247000,51652,6,4,20,9580,Product C,6.867164071,39
3204,34,Male,Manager,124940,68719,4,0,2,9478,Product D,2.226637727,32
3205,46,Female,Doctor,188260,32177,2,85,1,9348,Product E,3.707345037,59
3206,41,Female,Manager,284431,40012,8,55,2,8323,Product C,5.619085088,46
3207,37,Male,Doctor,113177,27992,4,77,4,1565,Product B,2.672927033,32
3208,60,Female,Engineer,210102,65159,1,59,10,1313,Product E,4.582243542,27
3209,31,Male,Teacher,86052,28305,5,99,4,6041,Product C,1.798783646,54
3210,42,Female,Doctor,286005,38969,7,69,12,1943,Product B,9.033509536,33
3211,54,Male,Engineer,80947,24244,2,23,9,3672,Product D,7.1578802,22
3212,45,Female,Doctor,194525,24335,6,68,6,9534,Product A,7.045648057,56
3213,28,Female,Doctor,252458,25789,5,91,23,8967,Product E,1.936361821,67
3214,54,Female,Engineer,31706,17720,8,5,21,4556,Product A,5.229445019,23
3215,62,Male,Doctor,165086,50066,6,80,18,1349,Product C,0.052514534,37
3216,56,Male,Doctor,276211,66025,2,78,2,7329,Product D,6.061086416,51
3217,23,Male,Doctor,273410,37301,9,93,18,2417,Product D,5.886535596,45
3218,48,Male,Teacher,119524,63048,10,16,1,3011,Product A,6.732239009,15
3219,50,Male,Doctor,245735,24173,10,14,10,5505,Product C,8.648328186,26
3220,30,Female,Manager,180765,61468,1,37,4,3752,Product C,4.092840378,26
3221,54,Male,Manager,175099,23576,2,56,11,3906,Product C,0.312150576,35
3222,39,Female,Teacher,299029,65706,7,21,3,7407,Product E,3.475076187,32
3223,33,Female,Teacher,246121,43839,1,88,2,6990,Product B,8.073064763,53
3224,21,Female,Teacher,258187,54265,2,86,11,7807,Product A,7.276354539,58
3225,54,Female,Doctor,102483,58353,4,8,19,8836,Product A,5.825899357,38
3226,56,Female,Doctor,278305,66868,5,10,8,2138,Product D,6.024071184,13
3227,60,Male,Teacher,283072,38869,2,65,17,2872,Product C,9.535131659,36
3228,45,Female,Doctor,246843,38063,3,91,2,3316,Product E,0.387418591,42
3229,48,Female,Teacher,217367,39536,10,48,12,1157,Product D,6.083552058,23
3230,55,Female,Engineer,295888,63700,6,16,19,9516,Product A,2.210309684,43
3231,28,Male,Doctor,44343,49622,4,57,15,2729,Product D,7.295769145,33
3232,60,Male,Manager,164662,39813,9,97,2,3987,Product A,2.55155549,46
3233,42,Female,Engineer,298632,74550,10,13,3,8266,Product C,8.844498002,32
3234,34,Male,Engineer,174741,71873,3,18,0,6534,Product E,6.634319107,27
3235,23,Female,Doctor,185675,36212,2,18,24,3574,Product B,3.919376754,25
3236,34,Male,Teacher,251138,30619,3,1,20,2268,Product D,0.942632239,14
3237,63,Male,Manager,101987,62438,2,16,12,3115,Product C,0.193346645,19
3238,45,Female,Engineer,55032,38612,2,23,5,7314,Product C,0.256022995,33
3239,31,Female,Teacher,233546,70841,6,58,23,9941,Product D,1.142511996,60
3240,58,Male,Manager,95378,50237,8,42,9,2030,Product A,6.955280977,23
3241,32,Male,Engineer,252087,64110,6,33,20,3210,Product E,2.530512525,28
3242,57,Female,Manager,225446,73180,7,69,23,6057,Product A,0.438580687,50
3243,51,Female,Teacher,41913,52480,10,69,7,7928,Product B,8.901629723,51
3244,18,Female,Manager,51034,47180,1,44,21,2344,Product E,0.310208131,29
3245,45,Male,Teacher,231943,43083,5,85,1,4132,Product D,1.030503876,42
3246,26,Female,Teacher,230754,63149,10,24,21,5726,Product B,6.745445862,34
3247,46,Male,Manager,237381,41248,3,76,10,2489,Product D,2.018728902,36
3248,18,Female,Doctor,210075,43337,7,18,20,2323,Product C,5.465138649,20
3249,30,Female,Manager,186240,17559,5,68,23,8710,Product D,3.775619702,59
3250,42,Female,Manager,182030,52178,9,55,5,7109,Product D,2.278048423,43
3251,45,Male,Teacher,127435,54171,8,80,15,2707,Product A,6.413034266,40
3252,58,Female,Engineer,234498,22083,8,46,13,2891,Product D,5.365528084,29
3253,63,Female,Manager,166504,54196,8,66,9,6755,Product A,1.3001949,47
3254,19,Male,Teacher,33172,19427,4,58,20,2430,Product E,7.724791089,34
3255,58,Male,Teacher,262337,66794,8,52,15,1758,Product C,8.722275966,28
3256,45,Male,Teacher,157278,51367,8,82,17,9394,Product C,3.730454077,64
3257,20,Female,Engineer,245997,58877,8,89,23,3540,Product D,3.472293271,49
3258,35,Male,Teacher,280451,19639,3,2,1,9693,Product B,3.950757673,33
3259,26,Male,Engineer,243618,60178,7,81,20,6642,Product D,7.160204433,55
3260,53,Female,Engineer,258207,27358,6,4,9,6249,Product A,2.285290879,25
3261,34,Male,Engineer,235963,60475,2,89,11,8554,Product A,8.469659211,61
3262,27,Female,Engineer,155951,72286,1,15,8,6628,Product D,8.934438268,29
3263,58,Male,Manager,58126,24808,7,57,0,5852,Product D,2.966961727,38
3264,21,Male,Doctor,59727,36950,2,66,0,2973,Product E,7.18390176,31
3265,24,Male,Teacher,64233,37048,10,17,21,9629,Product B,9.030668242,44
3266,53,Male,Manager,265266,69564,2,36,7,3898,Product C,2.131243412,27
3267,56,Male,Manager,175721,32371,1,64,10,2180,Product D,2.730554972,31
3268,55,Female,Teacher,144984,24251,5,17,5,4778,Product A,9.399141963,23
3269,49,Male,Engineer,238787,52802,10,1,13,4190,Product C,6.672263862,18
3270,44,Female,Engineer,276700,62130,5,67,7,7309,Product C,6.108849223,49
3271,36,Female,Doctor,104938,50429,7,33,17,7421,Product C,4.599754626,41
3272,43,Male,Doctor,192564,70414,4,88,18,4892,Product D,3.933529193,51
3273,42,Female,Teacher,178624,30036,10,84,21,8853,Product C,4.866139625,64
3274,34,Male,Doctor,138119,73546,4,28,25,6410,Product B,7.712536977,39
3275,52,Male,Engineer,181284,44206,1,91,15,5096,Product D,4.496481419,52
3276,45,Female,Teacher,159228,68716,7,74,16,3061,Product C,9.977444234,40
3277,19,Male,Manager,124134,35236,5,13,9,4907,Product C,5.352798489,23
3278,32,Male,Teacher,154312,63395,9,18,5,4412,Product D,5.426851759,22
3279,46,Male,Doctor,155350,57888,10,1,19,4821,Product C,7.579418091,22
3280,32,Male,Doctor,230581,49175,9,62,11,8305,Product C,1.318637805,52
3281,52,Female,Manager,124860,45053,7,47,7,7502,Product B,7.769336834,43
3282,36,Male,Doctor,297454,51070,1,52,14,4156,Product E,2.484053068,35
3283,46,Female,Teacher,198148,35751,3,66,11,7113,Product B,3.791367088,49
3284,44,Female,Engineer,291081,70866,8,71,1,8145,Product A,6.384345431,51
3285,18,Female,Manager,120882,17115,5,12,11,6759,Product D,2.700858229,30
3286,45,Male,Teacher,107219,44521,7,12,11,5699,Product D,9.966772585,26
3287,20,Male,Engineer,224293,74299,5,92,21,4414,Product D,4.930077252,52
3288,49,Male,Engineer,34084,39208,10,20,0,8568,Product B,1.8298443,35
3289,20,Male,Engineer,294954,44570,2,21,18,2868,Product B,3.135442386,22
3290,45,Female,Engineer,39802,37799,6,64,9,9482,Product C,3.376004849,55
3291,58,Male,Doctor,101199,24899,2,27,9,4019,Product B,9.382222446,25
3292,56,Female,Teacher,89118,40629,2,4,17,8814,Product B,5.163839535,36
3293,29,Male,Doctor,48470,33141,7,97,8,9195,Product C,5.740041569,65
3294,62,Male,Manager,49993,58971,6,45,2,1818,Product E,4.296584356,21
3295,64,Female,Teacher,148361,63687,6,81,23,2982,Product A,8.446363712,44
3296,21,Female,Engineer,53455,54694,8,30,21,3317,Product A,0.182978064,28
3297,54,Female,Engineer,290973,33038,8,90,3,3788,Product C,0.904770792,43
3298,19,Male,Manager,170155,34271,6,25,0,5271,Product B,3.754478723,25
3299,52,Male,Teacher,281800,54932,2,36,14,7416,Product B,7.344321018,41
3300,23,Female,Teacher,196568,54093,10,91,8,7258,Product C,5.800444908,57
3301,41,Female,Manager,245824,63507,5,95,19,4106,Product B,0.934583564,51
3302,42,Female,Doctor,230448,61089,3,19,5,3849,Product B,7.788928368,20
3303,41,Female,Manager,294786,72105,5,83,23,9468,Product A,6.182419145,66
3304,34,Female,Doctor,256621,15145,9,53,2,9868,Product D,6.090626052,51
3305,26,Female,Engineer,212774,59302,2,99,6,7841,Product A,5.122118224,61
3306,61,Female,Doctor,259562,39727,9,93,13,3510,Product E,8.27263632,47
3307,20,Female,Teacher,156971,50725,9,26,16,3114,Product A,9.330066231,24
3308,32,Female,Teacher,140575,70571,3,83,1,9427,Product A,6.915710402,59
3309,19,Female,Manager,70588,17886,5,92,14,6313,Product A,7.647141336,56
3310,30,Male,Teacher,62255,61375,3,74,9,5634,Product D,6.358681213,46
3311,63,Male,Manager,90981,31175,6,14,20,5849,Product A,8.993604396,30
3312,56,Female,Teacher,243022,35271,2,17,1,8463,Product E,5.848685543,34
3313,35,Male,Teacher,202487,32878,2,48,0,3112,Product E,1.324112214,26
3314,54,Male,Doctor,266737,45060,10,45,17,7319,Product C,5.203667453,45
3315,56,Male,Doctor,231836,30281,4,5,4,5958,Product B,3.143076838,22
3316,20,Male,Engineer,68693,20115,4,94,3,9300,Product A,8.703895258,63
3317,23,Female,Doctor,215240,19043,4,43,2,4002,Product C,5.905913395,28
3318,49,Male,Teacher,87728,32242,2,38,5,4960,Product C,0.660837176,30
3319,20,Female,Doctor,237974,73088,5,72,5,2755,Product D,1.010187243,34
3320,28,Male,Teacher,196392,72192,10,19,3,9974,Product A,0.174811692,40
3321,24,Female,Doctor,108031,73611,10,36,9,3268,Product B,7.413407974,25
3322,52,Male,Manager,47074,68617,7,41,12,6637,Product A,6.553368104,39
3323,30,Male,Teacher,148459,19257,10,70,5,7750,Product A,2.937156179,50
3324,35,Male,Teacher,153342,22979,9,50,18,6889,Product E,0.013682641,45
3325,22,Male,Engineer,299236,41296,7,80,0,7142,Product B,5.420587582,50
3326,40,Male,Engineer,272115,72966,8,68,18,3286,Product A,8.496705083,39
3327,55,Female,Engineer,161554,21601,10,43,16,4636,Product A,8.12509622,35
3328,56,Male,Engineer,69196,47986,6,82,17,4633,Product C,9.295405544,48
3329,25,Male,Doctor,122606,36984,3,15,9,7581,Product C,6.20179024,33
3330,30,Female,Manager,275263,58687,7,41,3,4936,Product E,7.039629548,31
3331,24,Female,Doctor,188857,59300,6,91,16,4497,Product A,2.116328821,50
3332,62,Male,Engineer,287683,53051,6,98,5,1947,Product C,3.852754805,40
3333,26,Male,Teacher,281563,68370,3,61,16,2148,Product D,1.61377889,32
3334,65,Female,Manager,258160,47345,2,42,18,2588,Product A,3.237269225,28
3335,27,Female,Engineer,142363,35034,9,100,18,5708,Product D,3.359063783,58
3336,35,Female,Doctor,244687,25307,10,66,13,8874,Product B,5.124737112,55
3337,51,Male,Teacher,193518,25799,2,44,6,7810,Product D,9.867413993,42
3338,36,Female,Manager,35970,55926,10,10,9,7702,Product A,3.394167483,32
3339,21,Male,Doctor,246919,55114,1,92,23,8986,Product A,3.853896243,68
3340,24,Female,Doctor,70168,32817,4,97,3,3724,Product D,9.355025345,45
3341,37,Female,Teacher,148980,38819,8,12,25,3915,Product C,7.952162755,25
3342,31,Male,Engineer,214955,22704,1,20,3,8395,Product B,8.361442855,35
3343,24,Female,Engineer,76197,55789,4,63,14,7618,Product D,0.615585082,51
3344,37,Male,Engineer,207130,67984,3,97,20,6541,Product B,4.74249798,60
3345,52,Male,Engineer,133733,28709,8,81,9,3653,Product D,7.147823768,42
3346,35,Female,Doctor,149030,65044,6,92,13,9922,Product E,9.416180983,68
3347,23,Female,Manager,132224,40463,9,0,16,5534,Product B,6.197886925,23
3348,44,Female,Manager,148654,66880,10,61,7,6299,Product A,5.885464251,43
3349,21,Female,Teacher,112900,71069,1,97,16,8591,Product E,4.3401764,66
3350,47,Male,Engineer,132870,26363,7,50,14,3826,Product D,7.8019016,34
3351,31,Male,Teacher,52734,68935,4,70,5,4034,Product A,8.708818457,38
3352,42,Female,Manager,192321,63512,10,64,25,6730,Product E,5.261545882,52
3353,54,Female,Teacher,244591,37861,4,17,17,5505,Product C,2.533916874,29
3354,33,Female,Teacher,228807,32073,9,75,24,4594,Product B,6.161228577,48
3355,53,Female,Teacher,78507,33284,3,99,23,5185,Product B,0.179294335,57
3356,45,Female,Teacher,205487,59514,10,70,5,2506,Product B,5.98453286,33
3357,62,Female,Manager,248575,32715,4,54,14,8165,Product E,0.236445582,49
3358,19,Female,Manager,198379,31506,10,71,9,9357,Product E,8.389159861,57
3359,63,Male,Engineer,283146,38416,8,23,5,1665,Product C,2.768867768,14
3360,60,Female,Teacher,274876,38889,3,37,1,2012,Product A,4.996751704,19
3361,21,Male,Teacher,121561,49298,5,81,17,2338,Product B,1.556410602,40
3362,39,Female,Manager,236556,53328,5,4,20,6705,Product B,3.033558667,30
3363,60,Female,Manager,281626,26604,4,53,21,4994,Product B,1.893494209,41
3364,64,Female,Teacher,79288,31787,10,17,5,6377,Product E,3.901944019,28
3365,60,Male,Engineer,283558,25585,1,43,20,2437,Product B,6.882830657,29
3366,19,Female,Manager,73618,66403,6,27,23,6590,Product D,9.253142374,38
3367,34,Female,Teacher,153894,61933,2,51,7,9495,Product D,6.532361518,50
3368,48,Male,Manager,32765,71203,1,92,3,4772,Product A,8.752810274,47
3369,64,Female,Teacher,258871,35457,4,60,3,3299,Product B,7.942085522,31
3370,44,Male,Teacher,111760,41171,6,25,20,2650,Product E,0.310110331,23
3371,42,Female,Manager,178817,22448,3,100,21,3623,Product B,8.504555723,52
3372,31,Female,Teacher,127692,74730,7,7,17,5656,Product E,1.941116976,26
3373,25,Female,Engineer,268640,57562,9,78,3,7535,Product C,6.133700587,52
3374,22,Female,Teacher,146625,19681,2,21,17,1569,Product E,6.398930376,17
3375,56,Male,Teacher,199659,65534,1,49,6,8097,Product C,3.308243343,45
3376,26,Female,Manager,92309,16526,3,57,14,6956,Product C,5.553758234,46
3377,30,Female,Teacher,140634,61421,8,79,23,1908,Product D,1.306923491,40
3378,22,Male,Manager,107276,72151,7,92,9,8906,Product A,2.995712527,63
3379,45,Female,Manager,287913,40992,6,37,1,3117,Product E,6.950492803,23
3380,55,Female,Teacher,140015,38353,10,15,25,8309,Product B,2.312619558,41
3381,21,Male,Teacher,296231,53706,2,51,7,2989,Product E,2.786109419,29
3382,50,Male,Manager,61141,57381,7,54,9,7559,Product E,9.18053471,46
3383,58,Male,Manager,200969,49060,1,32,8,2044,Product B,3.911729656,20
3384,53,Female,Doctor,275537,50645,3,13,2,1049,Product B,4.365896871,8
3385,28,Male,Doctor,93550,57913,10,83,9,2036,Product C,5.949856255,37
3386,57,Female,Teacher,297444,54311,2,68,21,6727,Product A,4.964234681,52
3387,57,Female,Teacher,223244,25189,1,15,19,6881,Product B,5.842752433,34
3388,31,Female,Manager,265258,53645,3,89,14,7381,Product A,1.028093305,58
3389,62,Female,Doctor,194711,67687,6,64,23,4066,Product A,6.234226695,42
3390,25,Male,Manager,86339,61471,10,36,7,8231,Product B,9.584095982,41
3391,54,Female,Manager,99388,49547,9,99,16,8670,Product D,8.357603363,67
3392,36,Male,Doctor,90764,31943,6,21,23,6211,Product B,1.108235316,35
3393,55,Female,Engineer,149648,19397,5,45,18,5809,Product D,4.598649462,40
3394,27,Male,Doctor,106375,18291,9,52,22,2075,Product A,3.544475236,31
3395,20,Female,Engineer,118995,44887,3,32,23,8201,Product D,0.292899639,45
3396,61,Female,Teacher,248760,23585,2,34,5,9571,Product B,3.871939987,44
3397,35,Female,Manager,297582,63880,10,45,25,6027,Product B,8.506509022,43
3398,58,Male,Manager,261916,51579,3,30,15,5669,Product D,4.780914285,33
3399,32,Male,Engineer,47838,26118,9,7,5,4530,Product D,1.20615437,19
3400,22,Female,Manager,296686,73250,2,33,16,4421,Product D,6.352169892,31
3401,39,Female,Engineer,266630,50643,4,8,2,7917,Product D,3.204651843,29
3402,63,Male,Manager,55664,71824,8,24,13,1455,Product E,9.208196392,17
3403,59,Male,Manager,184104,21848,7,52,0,2264,Product D,7.621410569,24
3404,18,Male,Doctor,54232,63227,1,14,25,7390,Product C,4.213839224,37
3405,65,Female,Doctor,56477,31889,10,12,16,6445,Product D,1.123532858,30
3406,55,Male,Manager,294457,66887,2,77,7,7347,Product E,7.730328829,52
3407,58,Female,Doctor,71952,56282,8,0,23,7683,Product B,3.924183544,33
3408,56,Female,Manager,211212,15386,2,94,4,6315,Product B,0.614181525,53
3409,62,Female,Engineer,179581,62866,8,34,21,6210,Product C,1.487132293,39
3410,31,Male,Teacher,198255,56060,10,53,13,9242,Product A,5.4174721,52
3411,53,Male,Engineer,261560,66710,9,12,18,3323,Product C,4.17612093,21
3412,50,Male,Manager,130505,20970,10,10,12,4050,Product A,1.700763629,20
3413,37,Female,Engineer,101351,73942,8,23,8,9363,Product D,5.324489713,41
3414,37,Female,Doctor,282931,45529,6,11,6,3351,Product E,7.530429941,16
3415,32,Female,Teacher,141219,56663,7,32,10,1365,Product E,8.180367966,18
3416,21,Female,Manager,224276,63867,2,92,19,6996,Product C,5.276327464,60
3417,61,Female,Doctor,219452,20780,4,0,9,9181,Product A,7.459715757,33
3418,61,Female,Doctor,156713,53343,9,74,2,4765,Product D,2.663350249,41
3419,64,Female,Engineer,58208,73603,5,42,7,9749,Product E,2.461910043,48
3420,60,Male,Teacher,205653,34438,10,57,12,5649,Product D,3.36172709,41
3421,56,Female,Doctor,78375,19141,10,0,16,3279,Product A,4.096342106,16
3422,53,Female,Engineer,201696,56566,5,5,22,2190,Product D,1.936859882,16
3423,34,Male,Teacher,249083,41597,6,34,0,1518,Product A,4.671546095,16
3424,56,Male,Teacher,159474,69125,6,67,9,3302,Product D,9.446595067,36
3425,24,Female,Manager,115752,15890,8,54,8,6392,Product C,2.850773034,41
3426,21,Male,Teacher,160215,52193,10,60,23,1484,Product E,4.811183881,32
3427,43,Male,Doctor,71156,37466,1,99,22,1755,Product D,9.525727574,46
3428,47,Female,Doctor,299916,34836,7,13,12,1001,Product C,2.887736668,11
3429,19,Male,Teacher,260871,23007,10,51,0,5479,Product A,2.076720487,35
3430,34,Male,Teacher,92548,68028,8,82,24,6986,Product E,1.18773893,58
3431,30,Female,Teacher,113555,35814,3,17,0,4156,Product B,7.228577533,19
3432,41,Male,Engineer,115133,68690,5,59,24,1359,Product A,6.709862525,32
3433,54,Male,Teacher,77217,40414,3,44,1,5012,Product A,9.466262783,31
3434,36,Male,Teacher,191228,53709,5,5,2,4107,Product E,1.454341509,16
3435,38,Female,Engineer,166453,64846,6,62,24,4852,Product A,1.934018723,44
3436,41,Female,Teacher,54955,32080,10,72,15,6643,Product D,2.469448794,51
3437,65,Male,Engineer,197652,26835,9,10,18,6377,Product C,9.707743663,30
3438,29,Male,Engineer,206160,21206,3,43,0,9282,Product C,4.770998659,45
3439,35,Female,Engineer,148957,29733,6,12,10,5715,Product D,7.612412065,26
3440,61,Female,Manager,283452,21524,2,86,5,1016,Product C,3.362479921,33
3441,43,Male,Engineer,98775,47224,1,63,13,4894,Product E,4.746224539,41
3442,63,Female,Teacher,281680,52222,1,3,0,4801,Product B,9.908218086,17
3443,51,Male,Teacher,118878,33812,4,91,16,6171,Product B,9.908189805,56
3444,48,Male,Teacher,166464,54244,7,15,9,8580,Product C,3.268554733,36
3445,56,Female,Manager,179916,68399,10,30,24,7732,Product D,8.03053544,43
3446,32,Male,Teacher,64829,30260,3,77,6,6311,Product B,4.752599436,48
3447,21,Male,Manager,288041,68028,4,88,4,2281,Product A,4.502604494,38
3448,52,Male,Teacher,279277,68674,1,69,17,2202,Product B,1.570129866,36
3449,23,Female,Engineer,232684,63039,7,98,2,9444,Product B,6.176073803,64
3450,20,Male,Teacher,106580,61985,7,60,24,4536,Product B,3.694712771,43
3451,19,Male,Teacher,36436,65483,2,34,14,7184,Product A,7.198143744,39
3452,33,Female,Doctor,107811,69317,10,65,17,5645,Product D,1.40671164,46
3453,38,Male,Doctor,139870,40427,2,63,25,1836,Product A,6.309000754,35
3454,48,Male,Teacher,259550,34018,3,4,8,6414,Product E,1.52792376,25
3455,62,Female,Teacher,252518,46952,3,32,5,9913,Product A,7.622725154,45
3456,25,Male,Doctor,291054,34501,4,45,5,9588,Product E,6.110339173,48
3457,46,Male,Teacher,169074,55750,3,16,9,1659,Product A,2.611403092,13
3458,29,Male,Manager,252747,33234,7,4,23,6923,Product D,4.333206345,32
